keyword,url,judul,bahan,langkah
kue,https://cookpad.com/id/resep/24894469,Pie Brownies,"20 pcs Crush Pie,100 dcc,80 gram butter,50 gram tepung terigu,50 gram gula pasir,1 butir telur,15 gram coklat bubuk,1/8 tsp garam,200 gram cream cheese,50 gram gula halus,1 butir kuning telur, Vanila extract,1 Tbsp Fiber cream + 1Tbsp air hangat (Larutkan)","✅ Siapkan Kulit pie setengah matang
✅ Lelehkan Butter dan coklat, sisihan
✅ Kocok telur dan gula hingga gula larut
**difoto terlihat 2 telur karena saya membuat langsung 2 resep ya.,Masukkan lelehan dcc dan butter yang sudah hangat hangat kuku. Tuang kedalam kocokan telur, aduk rata,Masukkan tepung dan bubuk coklat, aduk rata,Masukkan kedalam piping bag untuk memudahkan mengisi ke dalam kulit pie. Membuat cream cheese : Campur semua bahan cream cheese dan lembutkan dengan spatula atau mixer dengan kecepatan paling rendah. Semprot atas adonan brownies dengan cream cheese,Panggang di suhu 180 derajat selama 25 menit. Angkat. Sajikan"
kue,https://cookpad.com/id/resep/24893075,Brownies Ketan Hitam Keju Karamel," Karamel:,5 sdm air panas,100 gr gula pasir, Vla keju:,160 gr keju oles/cream cheese,3 butir telur,4 sdm munjung maizena,1 sdt vanilla ekstrak, Brownies Ketan Hitam:,150 gr gula pasir,100 gr tepung ketan hitam,75 gr tepung terigu,40 gr coklat bubuk,1 sdt baking powder,1 sdt baking soda,2 butir telur,100 ml susu cair,100 ml minyak goreng,1 sdt vanilla ekstrak","Membuat karamel;
Panaskan gula pasir dengan api kecil sampai meleleh, tidak perlu diaduk. Tambahkan air panas dan biarkan hingga larut. Tuang ke dalam loyang tidak perlu dioles apapun.
Ratakan dan biarkan set.,Tuang ke dalam loyang tidak perlu dioles apapun.
Ratakan dan biarkan hingga dingin dan set,Membuat vla keju;
Campurkan semua bahan, mix rata atau lembut bisa gunakan mixer/blender atau whisker.,Tuang ke atas karamel sambil disaring. Kukus selama 20 menit dengan api sedang cenderung kecil hingga matang.,Membuat brownies ketan hitam;
Aduk rata gula, vanilla ekstrak dan telur kocok hingga gula larut menggunakan whisk lalu masukkan bahan kering tepung ketan hitam,tepung terigu, coklat bubuk,baking powder,baking soda yang telah diayak lalu aduk rata,Kemudian masukkan minyak dan susu cair. Aduk rata kembali adonan hingga benar-benar tercampur rata,Setelah itu tuang adonan brownies ke atas lapisan keju & kukus kembali selama 20 menit atau sampai matang,Setelah cake matang tunggu sampai hangat lalu keluarkan cake dari loyang sajikan. Bisa dinikmati langsung baik hangat maupun dalam keadaan dingin agar vla keju lebih kokoh namun tetap lumer dimulut"
kue,https://cookpad.com/id/resep/24894985,Cake tape/bolu tape,"150 g tape singkong, lumat,120 g tepubg terigu,5 g maizena,10 g susu bubuk,4 butir telur,90 g gula pasir,90 g margarin,20 g minyak,secukupnya Garam,1 sdt sp,2 SDM skm","Mixer telur dg gula sampai cair, lalu masukkan tepung, maizena, susu bubuk, kocok hingga tercampur rata,, kemudian masukkan sp...mixer hingga kental berjejak,Kemudian masukkan SKM, garam. Mixer bentar sampai rata. Lalu masukkan tape yg sudah di lumatbke adonan. Aduk pake mixer sbntar smpe tercampur rata,Ambil margarin yg sudah di mixer smpai mengembang, campur dg minyak, aduk sampai rata, kemudain ambil adonan sedikit masukkan ke margarin n minyak yg di mixer,, kemudian aduk hingga rata,, ini namanya tehnik pancik,, memudahkan pencampuran minyak dg adonan spya mudah rata,Kemudian lalu masukkan ke adonan sisa campur semua aduk hingga tercampur rata,Panggang dg api 160 api bawah 180 api atas selama 25 menit.. Cek kematangan dg cara ditusuk bagian tengah dg tusukan sate. Jika sudah tidak menempel berarti sudah siap dikeluarkan dri oven.,Silahkan mencoba,,🤗"
kue,https://cookpad.com/id/resep/24855462,Pukis Triple Choc,"300 gram Tepung Terigu Serbaguna,1 butir Telur,100 gram Margarin,150 gram Gula Pasir,20 gram Fibercreme,1 sdt Ragi Instan,70 gram Cooking Chocolate, di potong kecil²,10 gram Coklat Bubuk,1 sdt Vanili Bubuk,1/2 sdt Garam,400 ml Air Hangat,50 gram Cooking Coklat yang dilelehkan dengan 1 sdm Margarin,20 gram Coklat Meses","Campurkan Margarin dengan Cooking Chocolate, panaskan diatas api kecil sambil diaduk² hingga larut dan tercampur rata, sisihkan dan diamkan hingga suhu ruang.,Buat larutan fibercreme dengan mencampurkan fibercreme dengan air hangat, aduk² hingga tercampur rata, sisihkan.,Dalam wadah yang besar, masukkan gula pasir, garam, vanili dan telur, kocok menggunakan whisk hingga gula larut.,Masukkan larutan fibercreme ke dalam adonan, aduk² hingga semuanya tercampur rata, tambahkan ragi instan dan aduk² kembali hingga tercampur rata.,Sambil diayak, masukkan tepung terigu dan coklat bubuk ke dalam adonan telur, aduk² hingga semuanya tercampur rata.,Masukkan margarin dan Cooking Chocolate yang sudah dicairkan, aduk² hingga tercampur rata. Lalu istirahatkan adonan kurleb 60 menit.,Panaskan cetakan, oles dengan margarin, lalu tuang adonan kurang lebih ¾ cetakan, tutup cetakan masak hingga setengah matang, lalu taburkan coklat meses diatasnya, tutup kembali cetakan, masak hingga matang.,Angkat pukis dan beri topping."
kue,https://cookpad.com/id/resep/24896932,Bolu Ketan Hitam Gluten Free,"200 gr Tepung Ketan Hitam,4 butir telur,115 gr Gula Pasir,1 bks Vanili Bubuk,sejumput garam,100 ml minyak,65 ml santan,1/2 sdt baking powder","Mixer telur dan gula pasir kurang lebih 5 menit hingga mengembang berjejak.,Ayak tepung ketan, baking powder, dan garam. Lalu masukkan ke dalam adonan telur yang sudah mengembang.,Tekhnik pancing : Campurkan minyak dan santan ke dalam mangkuk terpisah. Lalu ambil 2 sendok adonan, campurkan ke dalam mangkuk berisi minyak & santan. Aduk hingga rata, lalu campurkan lagi ke dalam adonan tepung ketan.,Masukkan ke dalam loyang bulat atau kotak saya pakai loyang kotak ukuran 18x18, yang sudah diolesi minyak dan baking paper.,Panggang dalam oven dengan api sedang selama 30 menit.,Angkat, tunggu dingin, lalu potong². Siap disajikan."
kue,https://cookpad.com/id/resep/24893840,Brownies Hias Ulang Tahun,"2 butir telur ayam,150 gr dcc,50 gr margarin,40 ml minyak sayur,100 gr tepung terigu,35 gr coklat bubuk,150 gr gula pasir diblender,Secukupnya coklat spread (aku pake colatta),Secukupnya strawberry, belah 2,Secukupnya choco ball,Secukupnya coklat putih untuk tulisan","Tim dcc hingga setengah leleh. Tambahkan margarin dan minyak sayur. Tim lagi hingga leleh semua. Aduk rata.,Kocok telur hingga berbusa. Tambahkan gula pasir. Kocok lagi hingga gula larut.,Masukkan campuran coklat leleh. Aduk rata.,Ayak terigu dan coklat bubuk jadi satu. Masukkan ke adonan sedikit demi sedikit. Aduk rata.,Tuang dalam loyang yang dialasi baking paper. Diamkan selama 15 menit sambil memanaskan oven. Oven selama 15 menit suhu 180°C.,Setelah dingin, hias brownies dengan coklat spread. Beri toping strawberry, choco ball dan tulisan dengan coklat putih."
kue,https://cookpad.com/id/resep/24855609,Cokelat kacang cookies,"200 gr margarin,100 gr butter,2 btr kuning telur,250 gr gula halus(ayak),1 sacet susu bubuk,1 sacet vanili,1/4 sdt bakingpowder,300 gr tepung terigu,40 gr coklat bubuk,100 gr kacang tanah sangrai,100 gr dcc,potong kecil kecil","Kocok margarim,butter,vanili dan gula halus selama 1menit.lalu masukan kuning telur 1 per satu.,Masukan susububuk,dcc,dan kacang tanah aduk rata.masukan terigundan baking powder aduk rata.ambil sedikit adonan dengan sendok teh letakan di loyang yang sudah dialas baking papper.,Panaskan oven,lalu panggang cookies hingga matang sesuai dengan oven masing masing"
kue,https://cookpad.com/id/resep/24896950,Indil-indil / cenil,"70 gram tapioka,30 gram terigu,1/4 sdt garam,1 sdm gula pasir,70 ml air panas,secukupnya Pewarna makanan hijau, merah,1/4 Kelapa parut,garam","Masukan semua bahan uleni dengan air panas,Bagi menjadi 2 adonan dan beri warna masing²,Bentuk² sesuai selera lalu rebus sampai mengapung,Kukus kelapa parut dan beri garam,Sajikan dengan kelapa parut dan beri gula pasir"
kue,https://cookpad.com/id/resep/24893939,Choco Butter Cookies,"200 gr Butter / Mentega,100 gr Margarin Rose Brand,100 gr Gula halus Rose Brand (diayak) NB : kalau niat bikin cookies gurih aja, gulanya dikurangin yah,3 butir Kuning telur,100 gr Keju cheddar parut,400 gr Terigu pro rendah,100 gr Maizena Rose Brand,27 gr Susu bubuk,1 sdt Baking Powder (optional) Jangan di ganti Baking Soda,109-150 gr Messes ceres,Secukupnya Selai cokelat, saya selai biasa bukan Nutella (masukkan kedalam piping bag) JANGAN diganti glaze","Siapkan semua bahan² yg dibutuhkan. 
Aduk rata tepung terigu, tepung maizena Rose Brand, susu bubuk, dan baking powder hingga tercampur rata. Sisihkan terlebih dahulu.,Dalam wadah lain, campur butter, margarin Rose Brand, gula halus Rose Brand, kuning telur, dan keju parut.
Aduk rata menggunakan whisk.
Setelah tercampur rata, masukkan campuran tepung sambil diayak. Aduk-aduk hingga tercampur rata.,Tambahkan messes pada adonan, uleni hingga rata, sebentar saja ya, klo kelamaan nanti messes hancur, adonannya berubah coklat.,Kemudian ratakan adonan menggunakan rolling pin. Cetak. Susun di loyang. Semprotkan selai cokelat.,Setelah semua sudah diberi selai coklat, masukkan keladalam oven yg sebelumnya sudah dipanaskan.,Oven 150°C selama 20-30 menit/ sampai matang.
Setelah matang, angkat dan keluarkan dari oven lalu dinginkan. 
Setelah dingin segera masukkan ke alam toples kedap udara."
kue,https://cookpad.com/id/resep/24701238,Mini Pie Brownies Shiny Crust,"250 gr tepung terigu protein sedang,130 gr margarin,30 gr gula halus,3 sdm air dingin,1 butir telur,75 gr gula halus,75 gr DCC,25 gr margarin,20 ml minyak sayur,50 gr tepung terigu protein sedang,10 gr coklat bubuk,1 gr kopi bubuk tanpa ampas (opsional),1 gr garam (opsional), Almond slice secukupnya","Campurkan semua bahan pai. Aduk rata sampai menyatu dan bisa dibentuk,Timbang adonan sekitar 20-22 gr di cetakan pie ukuran d@6,5-7cm. Tekan2 adonan hingga rapi. Rapika juga bagian pinggir pie.,Untuk brownies, kocok telur dan gula halus sampai rata.Dan berwarna sedikit kuning pucat.,Tim coklat DCC, minyak dan margarin sampai meleleh. Aduk rata dan tuangkan ke kocokan telur. Tambahkan tepung coklat bubuk, kopi, garam. Aduk rata.,Masukkan adonan brownies ke dalam pie sampai ¾ penuh. Taburi dengan kacang almond (opsional),Panaskan oven 10 menit. Panggang 180°C selama 20-25 menit. Angkat dan diamkan sampai suhu ruang dan lepaskan dari cetakan. Siap dikemas dengan plastik opp."
kue,https://cookpad.com/id/resep/24892193,Kue Sarang Laba Laba Coklat,"65 gr tepung terigu,10 gr coklat bubuk,35 gr tepung maizena,35 gr tepung beras,80 gr gula pasir (jika suka manis bisa ditambah ya),1 butir telur,1/2 sdt vanili bubuk,1/4 sdt garam,100 ml susu UHT full cream (saya : susu bubuk + air),1,5 sdm minyak goreng (bisa juga margarin cair)","Siapkan bahan bahan yang akan digunakan...kemudian masukkan gula pasir dalam wadah....tambahkan tepung terigu,Lalu masukkan juga coklat bubuk....masukkan tepung maizena....dan tepung beras.,Masukkan vanili bubuk....masukkan susu cair...dan masukkan telur (yg sudah dikocok pakai garpu).,Lalu masukkan garam.....kemudian semua di aduk pake whisk/mixer.... sampai semua tercampur dan gula larut.,Kemudian masukkan minyak goreng....aduk kembali sampai rata.....lalu masukkan adonan kedalam plastik segitiga (saya pakai plastik biasa).,Ikat ujungnya lalu bagian yang lancip digunting sedikit/kecil saja.....Panaskan wajan teflon dgn api kecil, Jika sudah panas buat coretan membentuk seperti sarang laba laba atau seperti di foto ini.....Jika sudah matang segera gulung.,Sajikan kue sarang laba laba coklatnya😊"
kue,https://cookpad.com/id/resep/24610668,Kue coklat kacang,"200 gr margarin,250 gr tepung terigu,1 kuning telur,150 gr kacang tanah sangrai lalu tumbuk kasar,30 gr coklat bubuk,150 gr gula halus,1 sachet vanili,20 gr tepung maizena","Sangrai kacang tanah, buang kulit arinya lalu tumbuk. Dalam wadah campur margarin,telur dan gula halus.kovok dgn whisk sampai tercampur rata,Masukan coklat bubuk sambil di ayak, masukan juga tepung maizena lalu aduk rata,Bila sdh tercampur masukan tepung terigu yg sdh d ayak.aduk rata lalu masukan kacang tanah yg sdh di tumbuk,Uleni dgn tangan sampai bisa d pulung. Siapkan loyang.bentuk bulat2 adonan beratnya d kira2 saja.letakan bulatan kue d atas loyang lalu tekan dgn garpu sampai pipih,Panggang sampai matang, angkat lalu angin2 kan dulu kue.bila sdh dingin bisa d masukan k dlm toples"
kue,https://cookpad.com/id/resep/24886114,Bolu chocolatos,"1 bungkus chocolatos drink/beng2 drink,4 sdm air panas,1 butir telur,4 sdm tepung terigu,sejumput Baking soda,sejumput Vanili,2 sdm minyak goreng","Larutkan serbuk minuman coklat dengan 4sdm air panas. Aduk rata,Kocok telur dengan gula pasir sampai tercampur rata,Masukkan terigu, baking powder dan vanili. Aduk rata kemudian masukkan larutan coklat tadi,Aduk rata dan tambahkan minyak goreng. Aduk lagi sampai benar2 tercampur,Oles cetakan pakai minyak. Tuang adonan ke cetakan. Kemudian kukus sekitar 15-20 menit"
kue,https://cookpad.com/id/resep/24892740,251. Brownies Coklat Keju Lumer,"4 butir telur,3 bgks chocolatos,9 sdm gula,1 sdt baking powder,1 sdt baking soda,1 sdt vanila bubuk,50 gr coklat batang,6 sdm tepung terigu,6 sdm minyak sayur,Secukupnya keju oles","Siapkan bahan yg digunakan. Larutkan dg sedkt air panas bubuk chocolatos.,Kocok telur dan gula sampai gula larut. Tambahkan tepung terigu, vanili bubuk, baking soda, baking powder, aduk hingga campur rata,,Kemudian tambahkn larutan chocolatos, coklat batang yg sdh dilelehkan, dan minyak sayur. Campur sampai rata,,Masukkn dalam wadah cetakan yg mau dipakai. Sekitar separuh. Kukus selama 5 - 7menit, kemudian tambahkn keju oles ditangahnya. Dan kemudian tutup kembali dg sisa adonan brownies. Kukus kembali sekitar 20 menit. Kemudian angkat dan dinginkan, sajikan masih dalam keadaan hangat jadi keju nya masih berasa lumer.."
kue,https://cookpad.com/id/resep/24889648,Steamed Brownies Rollcake,"2 butir telur,60 gr gula pasir,1/2 sdt SP,35 gr tepung terigu protein sedang,15 gr coklat bubuk(me: Bensdorp,30 gr DCC,40 ml susu cair,15 ml minyak goreng,1/4 sdt pasta coklat /blackforest,1/4 sdt garam","Panaskan kukusan. Tim DCC minyak goreng dan susu cair. Aduk rata. Sisihkan.,Campur bahan kering. Aduk rata. Sisihkan.,Mixer telur dan gula dengan kecepatan tinggi hingga kental berjejak.,Masukkan campuran terigu dan coklat bubuk. Mixer dengan kecepatan rendah.,Terakhir masukkan campuran DCC, minyak dan susu. Aduk balik. Jangan overmix.,Tuang ke dalam loyang ukuran 20x20 atau 22x22 yang telah dioles minyak dan dialasi kertas baking. Hentakkan untuk. mengeluarkan udara yang terperangkap. Kukus selama kurleb 15 menit atau jika dites tusuk, tidak ada adonan yang menempel,Angkat brownies. Balikkan di atas kertas roti atau lap bersih. Buka kertas bakingnya. Lalu gulung pelan dengan bantuan kertas roti. Setelah hangat, buka kembali gulungan. Oles dengan buttercream dan selai coklat.,Gulung dan padatkan kembali. Simpan di dalam kulkas minimal 1 jam.,Karena ada retakan, jadi sy siram dengan DCC cair dan dihias dengan keju parut. Alhamdulillah enakkk🌸"
kue,https://cookpad.com/id/resep/24894376,Pukis brownies,"75 gram dark cooking chocolate,75 gram margarin (resep asli pakai butter),2 butir telur ayam utuh,150 gram gula pasir,175 gram tepung terigu protein sedang,25 gram tepung maizena,20 gram coklat bubuk,250 ml susu uht coklat,3 gram ragi instan,1/2 sdt gula pasir,25 ml air hangat kuku","Siapkan bahannya.,Lelehkan margarin dan dark cooking chocolate lalu dinginkan. Aduk rata bahan biang lalu diamkan 10 menit sampai berbusa (kalau tidak berbusa jangan dipakai ya).,Mixer dengan kecepatan tinggi telur ayam dan gula pasir hingga gula larut dan lembut.,Masukkan ayakan tepung terigu protein sedang, tepung maizena, dan coklat bubuk, mixer rata dengan kecepatan rendah. Masukkan susu uht coklat, mixer rata.,Masukkan bahan biang, mixer sampai tercampur rata. Tutup dengan serbet bersih lalu diamkan 1 jam,Setelah satu jam masukkan lelehan margarin dan dark cooking chocolate, aduk rata.,Panaskan cetakan kue pukis, olesi margarin lalu tuang adonan 3/4 cetakan. Dan tutup, masak sampai matang lalu angkat.,Panas-panas langsung olesi pukis dengan margarin."
kue,https://cookpad.com/id/resep/24887496,Chocolate Rice Flour Sponge Cake /CupCake dari Tepung Beras / Gluten Free Cupcake," Bahan A,3 butir telur ayam utuh suhu ruang,100 gr gula halus Bola Deli,1/2 sdt vanila bubuk (sesuaikan),Sejumput garam,60 gr butter,60 gr Dark Chocolate compound,40 ml susu cair hangat,1 sdt kopi instan larutkan dlm susu cair (saya skip),70 gr tepung beras Bola Deli,15 gr Maizena bola deli,25 gr coklat bubuk (saya Bourduex Tulip),1 sdt Baking Powder,1/8 sdt Garam","Siapkan bahan-bahannya,Potong2 coklat agar lebih mudah meleleh. Tambahkan butter. Lelehkan dgn tehnik Double boiler sampai meleleh, sisihkan,Ayak dan campur jadi satu bahan keringnya, sisihkan,Dalam bowl masukkan gula halus dan telur, kocok sampai Ribbon Stage (kental berjejak) jika whisk di angkat maka adonan akan jatuh perlahan membentuk pita diatas permukaan dan tidak langsung tenggelam.,Masukkan bahan C yg sudah di ayak sebelumnya, campur dengan cara aduk balik. Setelah tercampur masukkan susu cair, aduk balik,Masukkan lelehan butter dan DCC (Pastikan tidak panas) Aduk balik adonan hingga tercampur rata (pastikan tidak ada lemak yg tertinggal di dasar bowl,Untuk memudahkan menuang adonan ke dalam cetakan, sebaiknya menggunakan gelas takar. Biasakan mengeluarkan cupcake paper dari bagian bawah untuk menghindari bagian atas Cupcake terkena tangan. Tuang adonan 75% dari isi cetakan cupcake, karena kita ingin membuat cupcake decorating, cukup sampai bibir cupcake saja.,Panggang cupcake 175 darcel dengan api bawah (saya pakai oven gas) selama 25 menit (Sesuaikan oven masing2. Angkat cupcake,dinginkan di cooling rack"
kue,https://cookpad.com/id/resep/24894407,Martabak Lipat Coklat,"200 gr tepung terigu,30 gr coklat bubuk,70 gr gula pasir,2 butir telor,350 ml susu cair,1/2 sdt vanili bubuk,1/4 sdt garam,1 sdt baking powder,1/2 sdt soda kue,50-80 gr keju parut,Secukupnya mentega, utk olesan (boleh skip)","Siapkan bahan2nya. Parut keju, sisihkan.,Campur terigu, coklat bubuk, vanili & garam dlm wadah. Masukkan jg telor, aduk rata lalu tuang susu cair, aduk2 lagi sampe tercampur rata adonannya.,Terakhir masukkan soda kue & baking powder, aduk2 lagi. Adonan akhir kental ya.,Panaskan wajan teflon dgn api kecil. Setelah panas, tuang adonan 1 sendok sayur. Panggang sampe adonan berpori (ada lubang kecil2), setelah matang, angkat & sisihkan. Lakukan sampe adonan habis.,Ambil 1 martabak yg sdh matang, olesi dgn mentega lalu beri isian keju parut (me: 1 sdt), setelah itu lipat jadi 2.,Lipat martabak jadi 2 sambil ditekan pinggirnya & spy bentuknya bagus, bisa ditekan2 (pelan2 aja) pake garpu.,Tata di piring saji, martabak lipat coklat siap dimakan sbg cemilan teman ngopi/ngeteh."
kue,https://cookpad.com/id/resep/24894384,Bolu Coklat Glaze,"4 butir telur,130 gram gula pasir,1 sdt sp,1/8 sdt vanili bubuk,90 gram tepung terigu,30 gram coklat bubuk kualitas bagus (me : bendico XD),10 gram DCC,100 ml margarin,50 gram Glaze vanila,50 gram Glaze coklat,1 sdm Choco chips coklat,1 sdm Choco chips vanila","Mixer gula, telur, vanili dan sp dengan kecepatan rendah, kemudian naik bertahap. Kocok hingga mengembang,Masukkan campuran tepung dan coklat bubuk sambil diayak, mixer hingga rata,Tambahkan lelehan coklat dan margarin,Tuang kedalam loyang yang sudah dioles margarin, panggang 35 menit api atas bawah dengan suhu 150°. Setelah matang hias dengan glaze dan Choco chips."
kue,https://cookpad.com/id/resep/24881274,163. Oat Cinnamon Cookies with Dark and White Chocolate (Gluten Free),"160 gr margarin ROSE BRAND (cairkan),140 gr gula aren bubuk,2 buah telur,2 sdt vanilla essense,320 gr oatmeal Quaker merah/biru (haluskan),1 jimpit garam,1 sdt baking powder,1 sdt soda kue/baking soda,2 sdt cinnamon powderl,90 gr dark chocolate -+ (cacah kasar),90 gr white chocolate -+ (cacah kasar)","Blender oat sisihkan,Cairkan margarin ROSE BRAND,Dalam bowl campur bahan A mixer/aduk dengan wisk cukup sampai gula larut,Masukkan BP,BS,Garam, Cinnamon powder aduk rata,Masukkan tepung oat secara bertahap aduk dengan spatulla,Terakhir masukkan chocolate cacah aduk rata masukkan 5-10 dalam frezer,Panaskan oven disuhu 180°c api atas bawah selama 5-10 menit, alasi loyang dengan baking paper, ambil 1 sendok lalu bulatkan adonan 1 koyang beri 13 pcs beri jarak antar adonan cookies lalu panggang selama 20 menit dirak tengah,Setelah itu keluarkan dari oven dinginkan dan sajikan,Nikmati dengan secangkir teh/kopi/susu minuman kesukaan anda,Alhamdulillah"
kue,https://cookpad.com/id/resep/24468122,Semprit Coklat Putih Telur,"200 gr Margarine,120 gr Gula halus,90 gr Putih Telur,250 gr Terigu pro Rendah,40 gr Tepung Maizena,20 gr Susu Bubuk,40 gr Coklat Bubuk,1/2 sdt Garam,1/2 sdt Vanilla,10 gr Mini Choco Chips","Siapkan bahan-bahannya,Mixer gula dan Margarine 1 menit. Tambahkan putih telur dan vanilla, Aduk dgn spatula.,Tambahkan coklat bubuk, garam dan Maizena, aduk dgn spatula.,Masukkan terigu secara bertahap sambil disaring. Aduk dgn spatula.,Uleni sebentar dgn tangan, sampai adonan menggumpal dan tercampur rata.,Masukkan adonan kedalam plastik segitiga. Gunakan spuit 1M, cetak adonan diatas loyang yg sdh disemir sedikit margarine.
Panaskan oven 160°C selama 8 menit,Panggang dalam oven 160°C selama 30 menit.,Dinginkan sebentar pada suhu ruang. Simpan dalam toples kue. tertutup rapat.,Sajikan untuk snack minum teh atau kopi."
kue,https://cookpad.com/id/resep/24799216,Rainbow Cake Kukus,"2 butir telur ayam,75 gr gula pasir,1 sdt sp,50 gr tepung terigu protein sedang,1/2 sdt baking powder,60 gr margarin ROSE BRAND lelehkan,3 tetes pewarna makanan merah,3 tetes pewarna makanan kuning,3 tetes pewarna makanan hijau,20 gr susu kental manis,40 gr keju","Mixer dengan kecepatan tinggi telur ayam, gula pasir, dan sp hingga mengembang kental berjejak. Masukkan ayakan tepung terigu dan baking powder sambil diayak. Lalu masukkan margarin ROSE BRAND yang sudah dilelehkan, aduk balik sampai rata.,Bagi adonan menjadi 3 bagian sama rata. Beri pewarna 3 tetes merah, kuning dan hijau. Panaskan kukusan dan lapisi tutup kukusan dengan serbet bersih.,Siapkan cetakan olesi margarin ROSE BRAND dan beri sedikit tepung terigu lalu lapisi dengan kertas roti,Tuang adonan hijau lalu kukus 5 menit, Buka kukusan masukkan adonan kuning diatasnya kukus 5 menit terakhir tuang adonan merah lalu kukus 20 menit. Angkat dan dinginkan.,Lepas kertas rotinya pelan-pelan potong potong dan Siap disajikan. Sebagai teman ngopi atau ngeteh."
kue,https://cookpad.com/id/resep/24893824,Chocolate Mochi Cheesecake (Gluten free),"350 gr cream cheese (aku pakai keju spread merk Procheese sebanyak 2 x @160 gr),75 gr gula pasir (aku pakai gula aren bubuk dan aku kurangin jadi 65 gr karena pakai compound chocolate/DCC),2 butir telur ayam (suhu ruang, ukuran sedang),5 gr tepung maizena,5 gr coklat bubuk,200 gr whipping cream cair (WPC),160 gr coklat batang (cacah kecil2 supaya mudah dicairkan),1 sachet kecil kopi instant tanpa ampas (misalnya Nescafe, larutkan dg 4 sdm air panas, aduk hingga tercampur rata),180 gr tepung ketan,45 gr gula pasir (aku pakai gula singkong cair),10 gr coklat bubuk,1/3 sdt garam,270 ml susu cair plain (bisa juga pakai yg rasa coklat, kurangi pemakaian gula),1.5 sdm minyak sayur (good quality),1 sdt coklat bubuk untuk taburan","Siapkan panci berisi air mendidih. Preheat oven di suhu 180- 200 delcel. Masukkan potongan coklat dalam mangkuk tahan panas, lalu lelehkan dg tehnik double boiler. Tunggu hangat2 kuku lalu masukkan dalam wadah berisi WPC. Aduk hingga tercampur rata,Larutkan kopi dg air panas lalu tuang ke campuran DCC n WPC tadi, aduk rata. Sisihkan dulu,Siapkan bahan. Di sini aku pakai chooper untuk mencampur adonan. Moms bisa pakai mixer/ whisker ya. Masukkan keju spread +telur+gula. Haluskan,Tuang adonan coklat leleh di atas ke dalam chopper, tekan tombol ON utk meratakan. Moms bisa juga mencampurkannya dg cara manual y. Tuang ke dalam loyang yg telah dialasi baking paper.,Panggang di suhu 180-200 delcel selama 40-45 menit api bawah, kemudian turunkan di suhu 170 delcel selama 10 menit api atas bawah. Sesuaikan oven masing-masing2 ya. Keluarkan dari oven, lalu dinginkan di cooling rack. Kemudian masukkan ke dalam kulkas spy set minimal 3 jam an atau semalaman. Besoknya keluarkan dari loyang, dan potong menjadi 8 bagian sama besar. Sisihkan dulu,Mochi ~> dalam wajan masukkan bahan mochi yg kering (tepung maizena, tepung ketan, gula, garam, coklat bubuk, campur rata dulu, baru masukkan susu cair dan minyak sayur. Masak dg api sangat kecil dan terus diaduk jangan ditinggal spy bagian bawah tidak gosong.,Masih panas segera angkat dari wajan, letakkan di atas plastik bening yg tahan panas. Pakai sarung tangan supaya tidak panas atau bisa juga diuleni dg sendok kayu. Bagi adonan menjadi 8 sama rata, kira2 50-52 gr. Bulatkan,Pipihkan dg rolling pin, lalu ambil 1 slices kue coklat cheesecake nya, taruh di tengah kulit mochi nya, bungkus atau tutupi seluruh permukaan kue.,Rapikan, bagian yg rapi bisa diletakkan paling atas. Lakukan hingga kue tertutup kulit mochi semua. Terakhir taburi dg coklat bubuk dg bantuan saringan teh yg halus. Masukkan kulkas dulu sejam spy set. Potong kue nya. Legit banget 🥰"
kue,https://cookpad.com/id/resep/24866728,Putu Ayu Santan,"150 gram tepung terigu protein sedang ayak,125 gram gula pasir Rose Brand warna hijau (premium),2 butir telur ayam,1/4 sdt garam,150 ml santan,1 sdt SP,1/2 sdt BP,Sejumput vanili susu La&#39;rome,Secukupnya pewarna makanan,Secukupnya kelapa muda parut kukus bersama daun pandan,Secukupnya minyak goreng rose brand untuk olesan","Kukus kelapa parut tambahkan daun pandan selama 15 menit sisihkan. Siapkan bahan-bahan nya kemudian oles cetakan dengan minyak goreng rose brand dan tambahkan kelapa parut sambil dipadatkan,Dalam wadah mixer telur, gula pasir, SP hingga mengembang kemudian tambahkan tepung terigu, garam, vanili susu dengan cara diayak aduk balik,Tuang santan perlahan aduk balik, tambahkan pewarna makanan aduk balik, tuang adonan jangan sampai penuh, kukus selama 10-15 menit, jangan lupa kukusan di beri serbet double agar uap panas tidak menetes,Sajikan selagi hangat untuk menemani minum teh, kopi atau santai bersama keluarga"
kue,https://cookpad.com/id/resep/24907142,Brownies cheese caramel,"150 gr gula pasir,8 sdm air panas, Bahan keju,160 gr keju oles,4 butir telur,60 gr gula pasir,3 sdm tepung maizena,300 ml susu cair UHT,100 ml minyak mkn,2 butir telur,160 gr gula pasir,1/2 sdt baking powder,1/2 sdt soda kue,160 gr tepung terigu,20 gr coklat bubuk,30 gr coklat(leleh kan dgn minyak 100 ml)","Buat karamel,, panaskan gula pada teflon sampai semua gula larut dan beri air panas,, aduk kemudian masukkan pada loyang secara merata,Campur semua bahan keju kemudian aduk sampai semua bahan tercampur merata,tdk ada yg bergerindil, kemudian masukkan dlm loyang yg telah diberi caramel lalu kukus slama 25 menit,, sambil memngukus kita buat lapisan brownies,Bahan brownies:masukkan semua bahan brownies lalu aduk sampai merata lalu tuang diatas lapisan keju lalu lanjut kukus selama -+30 menit atau sampai matang,,"
